valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,emotion
0.391,1968,0.0822,['Elvis Presley'],0.346,200058,0.62,0,1Uxk2dxmATlKH5quLX2iFG,0.00393,7,0.599,-9.247,1,If I Can Dream - Live from the '68 Comeback Special,48,22-11-1968,0.0432,93.932,Angry
0.39,1968,0.537,['The Vogues'],0.326,180419,0.543,0,2mIa7yUMZyREQXxrRpkefS,0.0,0,0.184,-10.335,1,My Special Angel,45,01-01-1968,0.0379,104.59,Angry
0.437,1968,0.0555,['Os Mutantes'],0.463,284987,0.926,0,0lGEWOZvMexZFXckBJxlVO,0.0,7,0.478,-3.204,1,A Minha Menina,52,01-01-1968,0.122,91.197,Angry
0.382,1968,0.376,['The Band'],0.457,319951,0.523,0,1FEdEeL3LVSw0upgUChKAB,0.000141,5,0.199,-8.144,1,Tears Of Rage - Remastered,42,01-07-1968,0.0355,116.047,Angry
0.456,1968,0.731,['Jimi Hendrix'],0.46,172200,0.807,0,1jhH7vvy8hoHuc0mGuZsLX,4.52e-05,8,0.0799,-7.237,1,Little Miss Strange,43,25-10-1968,0.086,143.001,Angry
0.0298,1968,0.339,['Jimi Hendrix'],0.312,82627,0.77,0,4COmeKH1pLNNpXcgtMcyQH,0.271,6,0.11,-13.991,1,...And the Gods Made Love,42,25-10-1968,0.282,101.152,Angry
0.428,1968,0.0031,['The Rolling Stones'],0.349,278013,0.831,0,0mynYmSfl8q2KhjSp96G3w,0.00916,2,0.0882,-6.425,1,Stray Cat Blues - 50th Anniversary Edition,42,06-12-1968,0.0514,104.747,Angry
0.355,1968,0.233,['John Hartford'],0.57,152667,0.512,0,443sErTxKXGiISwjsEBA9u,1.21e-05,6,0.199,-9.971,1,This Eve of Parting,38,1968,0.0291,115.288,Angry
0.431,1968,0.406,['Silver Apples'],0.492,167200,0.553,0,0wwbxSLnXXws3sD0AKMfUT,0.000105,9,0.163,-8.6,1,Oscillations,36,01-06-1968,0.0397,125.936,Angry
0.365,1968,0.155,['The Rolling Stones'],0.389,289533,0.777,0,5FTPD9wSP9IjYBeivNE7cU,2.62e-06,4,0.141,-6.534,1,Salt Of The Earth - 50th Anniversary Edition,40,06-12-1968,0.0404,96.902,Angry
0.26,1968,0.452,['Bee Gees'],0.276,195040,0.528,0,1KK070iuoUVsOuHRKu3zh9,0.233,2,0.133,-9.862,1,World,48,01-01-1968,0.0334,86.301,Angry
0.0938,1968,0.435,['The Rolling Stones'],0.627,171947,0.597,0,294YjFlURvve9qm23KZCqP,0.00734,1,0.128,-9.095,0,Prodigal Son - 50th Anniversary Edition,40,06-12-1968,0.0558,108.286,Angry
0.472,1968,0.0172,['The Human Beinz'],0.64,187347,0.558,0,5KVO54lVq9ivO3aZAnuk1M,0.0482,2,0.137,-10.75,1,Dance On Through,38,01-01-1968,0.036,109.704,Angry
0.499,1968,0.532,['Johnny Cash'],0.318,345080,0.586,0,529UhNRfvKmId4ZL7cvRDm,0.00356,4,0.209,-16.227,1,"Greystone Chapel - Live at Folsom State Prison, Folsom, CA - January 1968",38,01-05-1968,0.689,78.705,Angry
0.464,1968,0.00999,['Ultimate Spinach'],0.536,494933,0.718,0,1IQmZ2Hz0HEtb8rwXNci4i,0.15,11,0.327,-8.401,0,(BALLAD OF) THE HIP DEATH GODDESS,40,06-01-1968,0.0309,105.231,Angry
0.362,1968,0.0134,"['Big Brother & The Holding Company', 'Janis Joplin']",0.37,347360,0.918,0,6xxR2WCzYgE9ri0PXX5pV3,0.0434,9,0.607,-10.685,1,Combination of the Two,41,12-08-1968,0.187,152.79,Angry
0.341,1968,0.23,['Pink Floyd'],0.334,272853,0.651,0,2YcxeBmk9hvMH7RFFyqnIr,0.631,11,0.0898,-11.734,0,Remember a Day,38,29-06-1968,0.0402,121.955,Angry
0.361,1969,0.647,['Led Zeppelin'],0.366,388467,0.56,0,4HIunZLibo5KfbYIQRrHSu,0.00703,11,0.18,-10.361,0,You Shook Me - Remaster,47,12-01-1969,0.0633,155.42,Angry
0.447,1969,0.0572,['Led Zeppelin'],0.399,147933,0.946,0,0yVs7eSL8mPnIu2CGKHpUQ,6.77e-06,2,0.73,-6.998,1,Communication Breakdown - 1990 Remaster,48,12-01-1969,0.164,175.009,Angry
0.231,1969,0.207,['Led Zeppelin'],0.325,274733,0.569,0,3Zr81qUZEhR4vPeUFUsBB0,4.23e-05,7,0.662,-10.826,1,Your Time Is Gonna Come - 1990 Remaster,43,12-01-1969,0.0437,150.351,Angry
0.218,1969,0.276,['Three Dog Night'],0.323,192187,0.518,0,0MNLIgIY9cW7N2rhvx8W9b,0.00101,4,0.0972,-9.297,0,Easy To Be Hard - Single Version,40,1969,0.0378,89.863,Angry
0.215,1969,0.201,['Fleetwood Mac'],0.471,202400,0.594,0,0QdagWnOd3GzMCBu57efgp,0.0949,0,0.145,-10.463,1,Oh Well (Pt. 1) - 2013 Remaster,45,19-09-1969,0.141,103.431,Angry
0.384,1969,0.27,['Mulatu Astatke'],0.622,253387,0.528,0,4cGYXOl7T3q7oLFj4loAUc,0.722,3,0.0851,-9.654,1,Yèkèrmo Sèw,47,1969,0.0311,116.282,Angry
0.199,1969,4.3e-05,['The Beatles'],0.39,385013,0.781,0,2bQZ9BBhP7vSBiyDz7KXnv,0.412,7,0.1,-7.878,1,It's All Too Much - Remastered 2009,42,17-01-1969,0.0364,113.511,Angry
0.429,1969,0.0898,['Led Zeppelin'],0.24,388667,0.546,0,2WbfcArcwBvsbnikIQdBN9,0.00648,2,0.0898,-10.026,1,Dazed and Confused - Remaster,41,12-01-1969,0.0548,181.373,Angry
0.406,1969,0.0617,['Led Zeppelin'],0.401,334555,0.893,0,49Y7HyMsxQegZqry19Ev9N,0.0391,9,0.164,-11.171,1,Whole Lotta Love - Remaster,42,22-10-1969,0.437,87.979,Angry
0.488,1969,0.311,['Led Zeppelin'],0.353,286231,0.593,0,3jeXQBg0hRn4H1vI8PDGnI,0.0,9,0.0685,-9.675,1,What Is and What Should Never Be - Remaster,39,22-10-1969,0.0457,82.56,Angry
0.446,1969,0.199,['The Who'],0.623,159205,0.729,0,7tbp39GZvDA0cItgHynVnG,0.000138,2,0.283,-9.003,1,I'm Free,42,23-05-1969,0.033,112.046,Angry
0.358,1969,0.055,['The Grass Roots'],0.569,199120,0.817,0,4dJdacDigsfFKUk8dsAUxA,0.00853,11,0.0865,-5.363,0,Wait A Million Years,38,01-11-1969,0.0475,128.82,Angry
0.448,1969,0.368,['Janis Joplin'],0.622,235160,0.858,0,5Icqjqizh8TnwHdejZQQGQ,0.0133,11,0.0884,-10.099,0,Try (Just a Little Bit Harder),43,11-09-1969,0.1,110.442,Angry
0.457,1970,0.635,['Yusuf / Cat Stevens'],0.355,217267,0.502,0,0qx3aqCWlg2Xbk4Rh7PeQH,1.99e-05,2,0.0988,-9.814,1,Miles From Nowhere,50,23-11-1970,0.0457,81.262,Angry
0.489,1970,0.758,['Elton John'],0.556,302507,0.617,0,7qilLNLdlGyALqKVecG3Lt,0.0,0,0.157,-10.063,1,Amoreena,48,30-10-1970,0.0331,128.729,Angry
0.452,1970,0.013,['Black Sabbath'],0.503,150802,0.594,0,2b8xbWvck5yh9vvEogsfqa,0.919,11,0.26,-13.872,0,Rat Salad - 2012 - Remaster,43,18-09-1970,0.127,100.467,Angry
0.446,1970,0.0348,['Led Zeppelin'],0.453,210227,0.895,0,78MXICbE7bD4cuPKFh1EFO,0.00128,2,0.299,-9.143,1,Celebration Day - Remaster,48,1970,0.0649,128.313,Angry
0.469,1970,0.261,['Dave Mason'],0.357,362400,0.704,0,6K80s57RpCXTkrxxXmBpdF,0.00222,5,0.261,-10.436,1,Shouldn't Have Took More Than You Gave,41,01-01-1970,0.0579,155.649,Angry
0.419,1970,0.0707,['George Harrison'],0.442,228373,0.591,0,0sX4OzAtIubFc4s9y5KrB7,0.391,11,0.133,-9.595,0,Ballad Of Sir Frankie Crisp (Let It Roll) - Remastered 2014,50,27-11-1970,0.0279,89.607,Angry
0.493,1970,0.0585,['Rodríguez'],0.408,205680,0.695,0,1cXXHKH2kMDmtOEK73q6sf,2.46e-05,9,0.0725,-5.903,1,I Think Of You,55,05-03-1970,0.041,88.671,Angry
0.455,1970,0.139,['The Temptations'],0.399,178880,0.584,0,3rEAzxE1XFTtCcrgpecfF5,0.0,0,0.107,-10.515,1,Rudolph The Red-Nosed Reindeer - Stereo LP Version,42,30-10-1970,0.0296,94.141,Angry
0.339,1970,0.0802,['Black Sabbath'],0.356,853399,0.552,0,01xU5pDHQ8FfVhEi98UFMY,0.0492,0,0.128,-13.307,1,A Bit of Finger / Sleeping Village / Warning - 2013 Remaster,40,13-02-1970,0.059,136.257,Angry
0.345,1970,0.0862,['George Harrison'],0.277,298160,0.633,0,1y94LxK8YjT2a6SfAw9KWY,0.00182,9,0.0647,-7.709,1,Let It Down - Remastered 2014,44,27-11-1970,0.0374,135.352,Angry
0.494,1970,0.459,['Santana'],0.424,297507,0.658,0,1vcmEqKQAHlnV2fcNdJjEt,0.897,0,0.103,-11.751,1,Incident at Neshabur,44,23-09-1970,0.0359,136.018,Angry
0.411,1970,0.163,['John Cale'],0.342,209427,0.656,0,1TEvvaq5thKufLYdlwZV6d,2.8e-05,4,0.686,-7.431,1,Big White Cloud,41,1970,0.0326,69.658,Angry
0.411,1971,0.205,['Pink Floyd'],0.456,173800,0.71,0,1YZuigG1YcdgbfD7XJoCU5,6.4e-06,2,0.13,-9.205,1,See Emily Play,50,14-05-1971,0.0361,124.022,Angry
0.212,1971,0.0161,"['Alice Coltrane', 'Pharoah Sanders']",0.193,396067,0.543,0,2gG3ivmsfylVXLyIJvLXyN,0.0,2,0.105,-13.583,1,Journey In Satchidananda,43,1971,0.0389,97.721,Angry
0.378,1971,0.656,['Led Zeppelin'],0.42,351678,0.662,0,6MSoJM9UIFHozmBCduQRje,0.000423,4,0.096,-9.828,0,The Battle of Evermore - Remaster,48,08-11-1971,0.0341,147.949,Angry
0.347,1971,0.00596,['Focus'],0.267,402560,0.722,0,6iZtDWu3FTuxu7AprIqA3Y,0.893,2,0.35,-7.344,1,Hocus Pocus - Extended Version,51,1971,0.102,184.093,Angry
0.432,1971,0.0514,['Focus'],0.266,192261,0.815,0,1IuUe3A7EfJmvZH3EljtwR,0.916,9,0.242,-9.946,1,Hocus Pocus - Original Single Version,50,1971,0.296,187.106,Angry
0.285,1971,0.00118,['Funkadelic'],0.26,241293,0.921,0,4HlIthZsr8bsWll2z0Z7xt,0.492,1,0.292,-8.648,0,Super Stupid,46,12-07-1971,0.103,99.465,Angry
0.475,1971,0.678,['Rod Stewart'],0.375,250507,0.507,0,3rGuoVKM5CwEo7eHyeXYIB,0.00139,7,0.26,-13.372,1,(Find A) Reason To Believe,50,18-05-1971,0.0414,138.216,Angry
0.292,1971,0.000485,['Alice Cooper'],0.239,171560,0.798,0,6TPMFSJFmyIohTM5El90Po,0.376,5,0.141,-13.952,1,Under My Wheels,50,1971,0.0671,141.228,Angry
0.447,1971,0.63,"['Ennio Morricone', 'Joan Baez']",0.434,188827,0.576,0,0o7aA8TNb6zHreGzcDsSU1,0.0,0,0.164,-6.407,1,Here's to you (feat. Joan Baez),54,1971,0.0361,112.661,Angry
0.318,1971,0.174,['Led Zeppelin'],0.507,285227,0.837,0,4Sc5qEOSFI5rfS9IDyu0GO,0.814,2,0.0906,-10.465,1,Four Sticks - Remaster,45,08-11-1971,0.0624,107.013,Angry
0.348,1971,0.376,"[""Flamin' Groovies""]",0.403,286840,0.776,0,7JCA5bnyl63Jd6YfiRoSHl,6.99e-05,4,0.104,-4.554,0,Whiskey Woman,44,1971,0.0366,149.119,Angry
0.318,1971,0.174,['Led Zeppelin'],0.507,285227,0.837,0,2kVhHxpxXhWr5OuuBtMLME,0.814,2,0.0906,-10.465,1,Four Sticks - Remaster,44,08-11-1971,0.0624,107.013,Angry
0.469,1971,0.326,['T. Rex'],0.499,229560,0.559,0,7jLYNCaTmEe1OnhYhGtfeC,4.73e-05,0,0.0826,-10.57,1,Monolith - Remastered,40,24-09-1971,0.0525,81.763,Angry
0.439,1971,0.0177,['Yes'],0.362,634440,0.507,0,7gC6Rbllqf1yXNC02e5jz2,0.217,1,0.113,-11.244,1,Heart of the Sunrise - 2003 Remaster,47,26-11-1971,0.0396,146.741,Angry
0.129,1971,0.364,"['The Who', 'Andy Macpherson', 'Jon Astley']",0.404,308693,0.589,0,0TzCim4sBQZ9N0AAG25lOM,0.0512,5,0.196,-11.131,1,Baba O'Riley - Remix,41,14-08-1971,0.0396,117.952,Angry
0.494,1971,0.639,['The Rolling Stones'],0.315,449000,0.637,0,7xfQK99r2yHvI3b1sBtPMF,3.38e-05,0,0.123,-9.615,1,You Can't Always Get What You Want,43,20-12-1971,0.0676,84.799,Angry
0.336,1971,0.0169,['The Who'],0.452,333587,0.888,0,4Vtl42qX97JBj68TKifBHR,0.00341,3,0.17,-7.994,1,Bargain,48,14-08-1971,0.054,133.883,Angry
0.218,1971,0.0943,['The Rolling Stones'],0.395,331627,0.579,0,1XaL1OWGibGlPqLUW9MnCX,0.0925,9,0.176,-7.565,0,Sister Morphine - 2009 Mix,46,23-04-1971,0.0341,90.443,Angry
0.395,1971,0.766,['Love'],0.484,243373,0.521,0,59fvJNbJvUZ340IDUsFqxx,0.00279,4,0.103,-7.321,0,Everybody's Gotta Live,51,1971,0.0389,96.295,Angry
0.153,1971,0.0649,['The Doors'],0.425,274907,0.541,0,4RE79d7ACKfTPC7qE65xpi,0.0233,6,0.0798,-12.194,1,L'America,45,19-04-1971,0.0388,132.012,Angry
0.442,1971,0.0848,['Rod Stewart'],0.392,323733,0.801,0,7s7ylhLGL0sV6TU9bzpN5S,0.201,7,0.121,-13.615,1,(I Know) I'm Losing You,40,18-05-1971,0.0597,106.702,Angry
0.377,1971,0.117,['The Guess Who'],0.527,305560,0.512,0,2loctOuEydT8m8V0XsbPsU,0.00117,2,0.0938,-16.942,1,"American Woman - 7"" Single Version",40,1971,0.115,93.254,Angry
0.462,1972,8e-06,['Uriah Heep'],0.261,156627,0.836,0,6qn5Ysxo9H4z4QgEvwg1SK,0.343,9,0.279,-7.243,0,Easy Livin',57,19-05-1972,0.0963,160.567,Angry
0.384,1972,0.0955,['The Equatics'],0.418,276066,0.527,0,3Eaj6hXJ8EA0kDD5vELuZ1,0.47,0,0.595,-9.589,1,Where Is Love?,46,1972,0.0416,130.329,Angry
0.45,1972,0.0613,['Stephen Stills'],0.526,165520,0.658,0,1NwSBE0JGYzHgAytuZdIiO,3.42e-06,7,0.339,-12.379,1,Johnny's Garden,45,1972,0.0345,80.741,Angry
0.351,1972,0.0484,['Black Sabbath'],0.479,188775,0.574,0,0FnUHRtUgopfEoIVrGfkH0,0.0328,7,0.139,-12.65,1,Tomorrow's Dream - 2014 Remaster,41,25-09-1972,0.0391,110.737,Angry
0.188,1972,0.00933,['Joe Walsh'],0.293,320200,0.623,0,20IZ33kPSL7XV0WmKNaZVa,0.782,0,0.0832,-8.465,1,Turn To Stone,43,01-01-1972,0.0364,141.776,Angry
0.378,1972,0.0747,['Frankie Valli & The Four Seasons'],0.401,203587,0.724,0,31ijr2O0SsuzAPVDLnq3XV,0.0008,0,0.165,-7.014,0,The Night - 1972 Version,53,01-05-1972,0.0722,152.958,Angry
0.413,1972,0.127,['Mott The Hoople'],0.449,262773,0.556,0,0mqSUEphLHhooUE91a9LHz,0.00077,4,0.199,-9.239,0,All the Young Dudes - David Bowie & Ian Hunter Vocal,46,1972,0.0419,77.51,Angry
0.409,1972,0.196,['Deep Purple'],0.356,442627,0.66,0,0ZAPlh9j5ixbKfaMFMN0be,0.587,7,0.0934,-11.451,0,Lazy,41,25-03-1972,0.0632,187.837,Angry
0.341,1972,0.353,['The Equatics'],0.446,213466,0.562,0,2dcFp5BKSHTbzoyJd0MdRk,0.115,4,0.144,-11.967,0,Ain't No Sunshine,46,1972,0.0757,148.436,Angry
0.402,1972,0.345,['Seals and Crofts'],0.517,247813,0.582,0,01U7AowXWVSzZ8K3LxAeED,0.00132,4,0.0871,-6.055,0,Diamond Girl,40,1972,0.0305,138.793,Angry
0.363,1972,0.869,['The Rolling Stones'],0.352,317173,0.656,0,2u63axjx9VKmFfQNqmpi8a,0.8,5,0.221,-5.721,1,Let It Loose,44,12-05-1972,0.0289,76.121,Angry
0.251,1972,0.265,['Yes'],0.222,1121253,0.597,0,47dPsSo7cEDNkvIOSB4O2k,0.155,5,0.411,-10.924,1,"Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster",46,13-09-1972,0.056,80.654,Angry
0.151,1972,0.0245,['Allman Brothers Band'],0.314,547063,0.567,0,1Ir0qn7wNZ636Q4WUHKZZp,0.804,9,0.117,-12.612,0,Les Brers In A Minor,37,12-02-1972,0.046,122.199,Angry
0.386,1972,3.77e-05,['Pink Floyd'],0.507,187827,0.506,0,2ON80h9ZjmY0WBpVz8OPjU,0.000695,11,0.105,-11.746,0,The Gold It's in the...,41,03-06-1972,0.0409,117.554,Angry
0.222,1973,0.198,['The Who'],0.295,349600,0.72,0,4Mqs0h95KAeNiGp7u4udlt,0.0467,1,0.0941,-9.51,1,Love Reign O'er Me,45,19-10-1973,0.0634,116.229,Angry
0.249,1973,0.0118,['Golden Earring'],0.493,223497,0.582,0,1Wmuc11xACBpOpni7ECC45,0.000144,4,0.126,-14.611,1,Radar Love - Original Single Edit 1973,53,08-09-1973,0.0548,101.607,Angry
0.341,1973,0.567,['Billy Joel'],0.408,343760,0.596,0,45s2oLZ3ZaCm2RXko72I1D,0.000174,0,0.0693,-7.742,1,The Ballad of Billy the Kid,48,07-11-1973,0.0682,84.595,Angry
0.367,1973,0.0102,['Wings'],0.528,331853,0.655,0,5VErNsWF69eD0HiBt2vWcH,0.723,0,0.377,-7.85,0,Nineteen Hundred And Eighty Five - Remastered 2010,50,05-12-1973,0.0262,115.285,Angry
0.267,1973,0.00279,['Queen'],0.261,383920,0.787,0,5o6VEJfhYj9Ubp73tmwl6t,0.0626,2,0.178,-7.227,1,Liar - Remastered 2011,43,13-07-1973,0.212,149.084,Angry
0.429,1973,0.0433,['Montrose'],0.319,221760,0.882,0,2U7U8xdoEn74xG2umc7FHi,4.83e-05,7,0.346,-9.166,1,Bad Motor Scooter,45,1973,0.0598,172.619,Angry
0.206,1973,0.0679,['Led Zeppelin'],0.402,290934,0.691,0,1S1vypzJvsPQD3yriNFNdu,0.133,7,0.0955,-10.274,1,Over the Hills and Far Away - Remaster,44,28-03-1973,0.0691,96.95,Angry
0.469,1973,0.00113,['Black Sabbath'],0.336,342442,0.624,0,387JMg7bz2JPHhLqXC1RBy,0.0447,11,0.17,-11.909,0,Killing Yourself to Live - 2013 Remaster,42,01-12-1973,0.039,128.956,Angry
0.416,1973,0.455,['Mocedades'],0.408,187000,0.59,0,1ZJe2q23LXHnE79UjnJqyx,0.00095,10,0.216,-5.687,1,Tómame o Déjame - Remasterizado,57,1973,0.0304,78.764,Angry
0.431,1973,0.604,['Charlie Daniels'],0.61,203133,0.524,0,7FhdJfTDhArxjnRTIDleDi,0.0,9,0.0975,-8.474,1,Simple Man,42,1973,0.045,79.082,Angry
0.428,1973,0.333,['Elton John'],0.546,236200,0.549,0,5PezyvrAMMS1e2jZznCxxF,1.54e-06,3,0.158,-8.675,1,Skyline Pigeon - Piano Version,58,22-01-1973,0.0289,132.462,Angry
0.413,1973,0.0781,['Roxy Music'],0.182,329467,0.539,0,3Wkho6tesTh4aF80T6evqH,0.000101,10,0.212,-10.839,0,In Every Dream Home A Heartache,52,01-03-1973,0.0799,69.717,Angry
0.167,1973,0.0326,['David Bowie'],0.373,235255,0.56,0,3ZFurUI2qESabUHHyIlxa8,0.000166,4,0.0795,-8.419,1,Lady Grinning Soul - 2013 Remaster,50,13-04-1973,0.0394,93.208,Angry
0.292,1973,0.0205,['Genesis'],0.267,574840,0.597,0,6UpMG6BDOd5xecMTu5r3sj,0.119,4,0.193,-9.708,0,Firth of Fifth - New Stereo Mix,42,12-10-1973,0.0364,85.211,Angry
0.449,1973,0.0142,['Elton John'],0.452,240126,0.913,0,6sGjJmzgxvfNqLyp8yd0TH,3.11e-05,7,0.0655,-6.841,1,Grey Seal - Remastered 2014,44,05-10-1973,0.0487,135.867,Angry
0.496,1973,0.23,['Bruce Springsteen'],0.487,334547,0.573,0,4ssCwrG2WRHV7QxLH91Xk8,4.45e-06,0,0.398,-10.242,1,"4th of July, Asbury Park (Sandy)",47,11-09-1973,0.0374,102.578,Angry
0.249,1973,0.00329,['The Stooges'],0.378,213093,0.951,0,77bHrxVX3E2SWopfaoWrTw,0.419,3,0.135,0.45,0,Gimme Danger - Alternate 'Violent' Iggy Mix,45,07-02-1973,0.0566,132.06,Angry
0.397,1973,0.0471,['Jackson Browne'],0.535,235400,0.669,0,2Dl2i1mCLy7orIGtIHgsmb,0.0,7,0.195,-8.711,1,Take It Easy,43,1973,0.0276,138.264,Angry
0.202,1973,0.00109,['Brian Eno'],0.297,191053,0.641,0,79oH2M0vWq9bRYpNTCrlHu,0.0385,1,0.757,-9.009,0,Needles In The Camel's Eye - 2004 Digital Remaster,44,1973,0.0545,132.088,Angry
0.291,1973,0.85,['Barry Manilow'],0.315,409053,0.506,0,6FDrn47S3Q4s9rhLHm4um0,0.0405,0,0.131,-7.283,0,Could It Be Magic,46,1973,0.0347,122.913,Angry
0.43,1973,0.00338,['Brian Eno'],0.454,319373,0.8,0,2PV9sorI2h94qEPke7SlGI,0.00134,3,0.0937,-7.705,1,Baby's On Fire - 2004 Digital Remaster,44,1973,0.0402,121.818,Angry
0.0,1974,0.912,['Ernie'],0.0,148547,0.506,0,66avoTjnpc1Wv6AFX07mhm,0.0,7,0.31,-9.923,0,Rubber Duckie,42,01-01-1974,0.0,0.0,Angry
0.184,1974,0.0833,['KISS'],0.354,314027,0.62,0,6PmckFG2BhEELc5OM7O7DS,0.00797,8,0.0832,-9.632,0,Black Diamond,46,18-02-1974,0.0557,132.526,Angry
0.26,1974,0.381,['Blue Öyster Cult'],0.298,383973,0.581,0,2g02rt0UFudctbAnmJsm22,0.0224,4,0.172,-8.133,0,Astronomy,48,01-04-1974,0.0289,89.285,Angry
0.164,1974,0.118,['Chicago'],0.194,268427,0.591,0,3z9pBucv2HHp1gYaTcQwiI,6.43e-05,0,0.2,-6.181,1,(I've Been) Searchin' So Long - 2002 Remaster,40,11-03-1974,0.0318,171.066,Angry
0.349,1974,0.38,['Queen'],0.281,309800,0.753,0,7lfdprcRHt3jlTjcTSdbUJ,0.00893,11,0.855,-12.089,0,Brighton Rock,38,08-11-1974,0.404,166.898,Angry
0.481,1974,0.475,['Billy Stewart'],0.506,181067,0.606,0,2tX1LD4EFEfk6rsJx5D8K4,0.000269,2,0.139,-6.919,1,Cross My Heart,38,01-01-1974,0.0263,76.895,Angry
0.476,1974,0.337,['The Marshall Tucker Band'],0.615,265840,0.548,0,1PVhVY3soBJjvFlFCfZR2O,0.0131,7,0.324,-8.153,1,Fly Eagle Fly,38,01-08-1974,0.0295,138.026,Angry
0.467,1974,0.391,['Van Morrison'],0.546,262507,0.505,0,2mJs4kzVnNaCwT8mxiT3kw,0.0069,4,0.127,-8.063,0,Streets of Arklow,43,1974-02,0.0314,119.173,Angry
0.183,1974,0.529,['Genesis'],0.379,294360,0.751,0,10birs3L6T1PnvDwk4NXuf,0.0,4,0.105,-8.001,1,The Lamb Lies Down on Broadway - New Stereo Mix,38,18-11-1974,0.0832,117.02,Angry
0.45,1974,0.0531,['Queen'],0.435,134307,0.775,0,1hIosqffluXyhXPYDI7Mik,0.000815,7,0.0983,-11.617,1,Stone Cold Crazy,37,08-11-1974,0.0656,120.244,Angry
0.466,1974,0.85,['Tom Waits'],0.716,202960,0.581,0,62p2iNQRUoZfHfbZIYUZMI,0.000603,11,0.124,-6.72,1,New Coat Of Paint,45,15-10-1974,0.0314,117.6,Angry
0.47,1974,0.691,['Van Morrison'],0.568,530107,0.636,0,64DWUaa8tCzi96lCthtrMW,0.00308,4,0.0699,-7.187,0,"You Don't Pull No Punches, But You Don't Push the River",41,1974-02,0.0413,144.321,Angry
0.343,1974,0.277,['Kiki Dee'],0.492,302440,0.85,0,2dpGNisIy8LNjpEGzDdtft,3.46e-05,7,0.634,-6.137,1,I've Got the Music in Me,45,01-01-1974,0.159,119.469,Angry
0.446,1974,0.222,['The Meters'],0.798,199840,0.602,0,2HJ8ogPEUy8TQfl8nnnHJy,0.784,9,0.296,-12.921,1,Loving You Is on My Mind,40,1974,0.0379,120.522,Angry
0.119,1974,0.00277,['King Crimson'],0.297,375749,0.743,0,2ROj14ZhKchHWBMtzwzo0i,0.879,9,0.16,-8.565,1,Red,42,01-01-1974,0.0299,87.829,Angry
0.299,1974,0.0513,['Aerosmith'],0.351,338840,0.687,0,73J0qGlZugpcnD8TPz7sBv,2.19e-05,7,0.349,-11.268,1,Seasons of Wither,35,15-03-1974,0.0422,100.439,Angry
0.429,1975,0.468,['Simon & Garfunkel'],0.665,231947,0.535,0,3obrfotpr4kLCKiOu2GZ4Q,0.00156,2,0.0819,-7.766,1,My Little Town,51,25-10-1975,0.0308,122.126,Angry
0.157,1975,0.178,['Electric Light Orchestra'],0.339,331573,0.58,0,6ERo8kpCGTbCEWHWyZQOJ7,0.711,7,0.0699,-8.702,1,Fire On High,45,01-10-1975,0.0485,119.183,Angry
0.404,1975,0.000826,['Black Sabbath'],0.38,239223,0.755,0,0nZo81fP0160JSlseejfX6,0.0,11,0.936,-9.732,1,Hole in the Sky - 2014 Remaster,42,28-07-1975,0.0695,116.319,Angry
0.411,1975,0.118,['Patti Smith'],0.422,354320,0.814,0,272Z4tzaSMMcgrZ0R494S2,5.3e-06,9,0.115,-7.365,1,Gloria: In Excelsis Deo,52,1975,0.195,147.065,Angry
0.492,1975,0.111,['Leon Russell'],0.407,325267,0.509,0,1ctRXRqAQ10hJm6kaCZ2Lw,0.0,3,0.117,-14.426,1,Back To The Island,42,1975,0.0809,187.357,Angry
0.383,1975,0.55,['Smokey Robinson'],0.218,468653,0.583,0,1JhpdM2PtIsKC0lrBTPSAK,2.95e-06,9,0.135,-8.638,1,Quiet Storm,42,26-03-1975,0.0492,170.835,Angry
0.296,1975,0.00772,['Black Sabbath'],0.278,582280,0.643,0,1FvKmY6ZfUKUtcBXMlb1w8,0.00154,11,0.0766,-10.752,0,Megalomania - 2013 Remaster,41,28-07-1975,0.0599,143.439,Angry
0.343,1975,0.519,['Cortex'],0.277,323947,0.501,0,49ECKlsOXqyNXydiNCS2Md,0.609,9,0.124,-11.95,0,Chanson d'un jour d'hiver,43,15-07-1975,0.0374,146.263,Angry
0.367,1975,0.676,['Los Terricolas'],0.285,204916,0.562,0,05tqXIvjzVRvR7IHl19NxS,0.0,2,0.153,-4.503,1,Una Carta,49,15-10-1975,0.0295,151.129,Angry
0.43,1975,0.778,['Eric Carmen'],0.415,226160,0.599,0,0heydDe48z4u6n7KNKDHkr,0.0143,9,0.0908,-7.972,1,Never Gonna Fall in Love Again,46,01-01-1975,0.0343,115.979,Angry
0.415,1975,0.115,['Elton John'],0.701,222093,0.895,0,2u3UJ9KyduTnbi9yUVGYfW,1.34e-06,10,0.257,-8.489,1,Island Girl,40,24-10-1975,0.0616,139.915,Angry
0.396,1975,0.106,['Rush'],0.5,247600,0.611,0,3MfS6EixnNddUaOReff2aI,0.000565,7,0.112,-11.639,1,Lakeside Park - Live,41,24-09-1975,0.0354,94.993,Angry
